1,0,7,38.833256,2
2,0,10,34.973353,2
3,0,47,38.971280,2
4,0,74,40.000000,2
5,0,77,70.177611,3
6,1,32,63.289645,3
7,1,62,48.679419,2
8,2,7,37.221759,2
9,2,12,38.172361,2
10,2,30,13.222719,1
11,2,48,30.247705,2
12,2,75,35.722072,2
13,3,4,48.465959,2
14,3,25,32.427836,2
15,3,28,39.083654,2
16,3,68,26.411924,2
17,3,71,44.468397,2
18,4,22,13.0,2
19,4,24,29.206084,2
20,4,30,13.222719,1
21,4,31,38.022741,2
22,4,78,29.920755,2
23,4,79,43.731324,2
24,5,1,33.931854,2
25,5,5,36.598258,2
26,5,33,47.421028,2
27,5,40,30.586285,2
28,5,43,42.165025,2
29,6,2,61.211738,3
30,6,11,35.308083,2
31,6,21,20.993499,1
32,6,24,67.990311,3
33,7,17,39.991179,2
34,7,39,27.826752,2
35,7,59,38.771365,2
36,7,69,13.310914,1
37,9,20,45.484164,2
38,9,29,54.013767,3
39,10,0,26.422666,2
40,10,6,39.988358,2
41,10,10,66.545173,3
42,10,23,41.905486,2
43,10,31,37.241915,2
44,10,55,57.020777,3
45,11,13,31.016266,2
46,11,58,68.333333,3
47,11,75,25.079942,2
48,12,63,24.797741,1
49,13,4,41.707179,2
50,13,10,25.619081,2
51,13,14,51.010241,3
52,13,23,37.637004,2
53,14,7,32.867261,2
54,14,39,57.828300,3
55,15,4,39.301368,2
56,15,60,40.000000,2
57,16,2,13.222719,1
58,16,23,56.510238,3
59,16,68,64.151204,3
60,17,20,51.379358,3
61,18,42,32.536053,2
62,18,65,57.492377,3
63,18,69,39.011030,2
64,18,78,14.750956,1
65,19,1,34.323967,2
66,19,11,21.233178,1
67,19,72,49.751282,2
68,20,8,27.120415,2
69,20,16,13.226811,1
70,20,21,26.675046,2
71,20,25,40.000000,2
72,20,67,72.754198,3
73,21,2,40.000000,2
74,21,70,26.735526,2
75,22,78,23.465245,1
76,24,0,30.571536,2
77,24,52,26.978910,2
78,25,8,13.323980,1
79,25,10,44.535622,2
80,25,49,25.799988,2
81,26,0,30.406598,2
82,26,46,13.222719,1
83,26,52,40.670599,2
84,27,49,46.080191,2
85,28,2,37.439128,2
86,28,46,77.388991,4
87,28,51,40.000000,2
88,28,68,14.217788,1
89,28,75,42.697416,2
90,30,58,45.502959,2
91,32,39,57.562484,3
92,32,72,24.346353,1
93,32,77,48.111419,2
94,33,8,32.005268,2
95,33,62,13.244524,1
96,33,78,62.900883,3
97,34,8,44.511688,2
98,34,74,48.425149,2
99,35,9,67.989083,3
100,35,54,66.787182,3
101,36,7,42.930342,2
102,36,50,67.855549,3
103,36,72,68.303222,3
104,36,78,43.180206,2
105,37,23,50.032855,3
106,37,32,60.088251,3
107,37,37,57.458738,3
108,37,48,68.310595,3
109,38,47,34.967384,2
110,38,70,45.013832,2
111,39,12,40.000000,2
112,39,52,64.787089,3
113,40,49,64.041298,3
114,40,74,40.000000,2
115,41,37,21.622470,1
116,41,41,55.974680,3
117,42,77,33.900298,2
118,43,4,22.929300,1
119,43,66,73.008790,3
120,44,12,71.554883,3
121,44,14,24.809431,1
122,44,51,13.222719,1
123,44,65,47.080853,2
124,45,29,35.586368,2
125,45,53,40.000000,2
126,45,75,40.000000,2
127,45,78,27.118208,2
128,47,19,47.817707,2
129,47,40,26.659328,2
