0,7
0,10
0,47
0,74
0,77
1,32
1,62
2,7
2,12
2,30
2,48
2,75
3,4
3,25
3,28
3,68
3,71
4,22
4,24
4,30
4,31
4,78
4,79
5,1
5,5
5,33
5,40
5,43
6,2
6,11
6,21
6,24
7,17
7,39
7,59
7,69
9,20
9,29
10,0
10,6
10,10
10,23
10,31
10,55
11,13
11,58
11,75
12,63
13,4
13,10
13,14
13,23
14,7
14,39
15,4
15,60
16,2
16,23
16,68
17,20
18,42
18,65
18,69
18,78
19,1
19,11
19,72
20,8
20,16
20,21
20,25
20,67
21,2
21,70
22,78
24,0
24,52
25,8
25,10
25,49
26,0
26,46
26,52
27,49
28,2
28,46
28,51
28,68
28,75
30,58
32,39
32,72
32,77
33,8
33,62
33,78
34,8
34,74
35,9
35,54
36,7
36,50
36,72
36,78
37,23
37,32
37,37
37,48
38,47
38,70
39,12
39,52
40,49
40,74
41,37
41,41
42,77
43,4
43,66
44,12
44,14
44,51
44,65
45,29
45,53
45,75
45,78
47,19
47,40
47,49
48,50
48,58
49,8
50,16
50,61
50,75
52,1
52,22
53,30
53,45
54,42
54,77
55,33
56,6
56,70
57,28
58,13
58,76
59,3
60,34
60,35
60,53
61,22
61,34
61,35
63,44
64,67
65,15
66,31
66,58
66,61
67,30
67,43
68,10
68,27
69,29
69,33
69,39
69,60
69,66
72,12
72,20
72,74
72,78
74,6
75,75
76,4
76,27
77,9
79,13
79,17
79,29
79,69
79,78
82,13
83,17
83,67
85,12
85,20
85,36
85,44
85,78
86,6
87,40
87,50
87,74
88,36
89,48
89,70
90,18
91,23
91,77
92,50
92,66
93,40
93,49
94,47
95,31
95,43
95,50
96,4
96,12
96,16
96,23
96,29
96,53
97,3
97,4
97,13
97,41
97,71
98,25
98,35
98,52
98,74
