1,2
1,3
1,4
1,5
1,6
1,7
1,8
1,9
1,10
1,11
1,12
1,13
1,14
1,15
1,16
1,17
1,18
2,8
2,9
2,10
2,11
2,18
3,0
3,3
3,8
3,18
4,0
4,1
4,2
4,3
4,8
4,9
4,10
4,11
4,12
4,13
4,14
4,15
4,16
4,18
4,19
5,0
5,3
5,7
5,8
5,9
5,10
5,11
5,12
5,13
5,14
5,15
5,16
5,19
6,7
6,8
6,9
6,19
7,2
7,9
7,11
7,12
7,13
7,16
7,17
7,18
7,19
8,2
8,9
8,16
8,19
9,2
9,3
9,4
9,5
9,6
9,7
9,8
9,9
9,10
9,11
9,12
9,14
9,15
9,16
9,19
10,3
10,4
10,12
10,19
11,2
11,4
11,12
11,19
12,1
12,4
12,5
12,6
12,7
12,8
12,9
12,10
12,11
12,14
12,18
12,19
13,0
13,3
13,4
13,5
13,6
13,8
13,9
13,10
13,11
13,12
13,14
13,15
13,16
13,17
13,18
14,0
14,3
14,6
14,8
14,12
14,14
14,18
15,0
15,1
15,2
15,3
15,18
16,6
16,7
16,8
16,12
16,18
17,1
17,2
17,3
17,6
17,8
17,9
17,12
17,14
17,15
17,16
17,17
17,18
18,1
18,2
18,3
18,4
18,5
18,6
18,9
18,10
18,12
18,18
19,10
19,11
19,12
19,14
19,15
19,16
19,17
19,18
