0,0
0,44
0,48
0,60
0,79
1,1
1,61
1,78
1,79
2,2
2,51
2,62
2,77
2,78
3,43
3,45
3,63
3,76
3,77
4,6
4,40
4,53
4,63
4,64
4,65
4,75
4,76
5,7
5,37
5,38
5,39
5,45
5,65
5,74
5,75
6,8
6,37
6,47
6,53
6,66
6,73
6,74
7,9
7,27
7,28
7,29
7,30
7,31
7,32
7,36
7,37
7,49
7,51
7,67
7,72
7,73
8,0
8,1
8,2
8,3
8,4
8,5
8,6
8,7
8,8
8,9
8,10
8,26
8,27
8,33
8,36
8,71
8,72
9,26
9,33
9,36
9,70
9,71
10,26
10,34
10,35
10,36
10,68
10,69
10,70
11,26
11,36
12,26
12,36
12,38
12,39
13,36
13,37
13,40
14,37
15,43
16,8
16,9
16,10
16,12
16,14
16,16
16,38
17,6
17,7
17,8
17,12
17,17
17,39
17,45
18,5
18,7
18,12
18,14
18,40
19,7
19,12
19,14
19,18
19,45
20,4
20,14
20,18
20,41
20,44
20,60
21,42
21,60
22,3
22,19
22,20
22,29
22,30
22,31
22,32
22,33
22,34
22,35
22,36
22,37
22,38
22,61
23,2
23,20
23,29
23,38
23,61
24,20
24,29
24,38
24,62
25,2
25,14
25,19
25,29
25,38
25,62
25,64
25,66
25,68
25,70
25,72
25,74
25,76
25,77
25,78
26,3
26,11
26,19
26,29
26,36
26,38
26,62
26,78
27,24
27,25
27,26
27,27
27,28
27,29
27,35
27,36
27,38
27,63
27,67
27,70
27,78
28,4
28,18
28,24
28,26
28,27
28,28
28,34
28,35
28,36
28,38
28,60
28,63
28,67
28,70
28,76
28,77
28,78
29,18
29,24
29,25
29,26
29,27
29,28
29,32
29,33
29,34
29,35
29,36
29,60
29,63
29,64
29,67
29,70
29,76
30,5
30,16
30,17
30,24
30,26
30,27
30,28
30,31
30,32
30,33
30,34
30,35
30,36
30,60
30,61
30,64
30,67
30,68
30,69
30,70
30,71
30,72
30,73
30,74
30,76
31,3
31,4
31,6
31,8
31,10
31,12
31,14
31,16
31,24
31,25
31,26
31,27
31,28
31,56
31,60
31,61
31,64
31,70
31,74
31,76
32,3
32,4
32,7
32,9
32,11
32,13
32,15
32,28
32,29
32,56
32,57
32,59
32,60
32,64
32,65
32,70
32,74
32,76
33,3
33,5
33,10
33,12
33,57
33,58
33,59
33,65
33,70
34,2
34,3
34,4
34,6
34,11
34,48
34,49
34,50
34,57
34,58
34,65
34,66
34,70
34,71
34,72
35,2
35,3
35,4
35,7
35,10
35,46
35,47
35,48
35,50
35,51
35,52
35,57
35,58
35,66
35,71
35,72
35,75
35,76
35,77
35,78
35,79
36,3
36,8
36,46
36,47
36,52
36,59
36,66
36,67
36,68
36,71
37,3
37,9
37,10
37,44
37,45
37,46
37,52
37,53
37,59
37,60
37,66
37,67
37,71
37,72
37,73
37,74
37,75
37,76
37,77
37,78
38,10
38,42
38,43
38,44
38,53
38,54
38,60
38,67
38,78
39,10
39,42
39,43
39,54
39,60
39,61
39,67
39,68
39,72
39,73
39,74
39,75
39,76
39,78
40,11
40,12
40,54
40,61
40,62
40,68
40,72
40,76
40,78
41,11
41,14
41,54
41,55
41,62
41,68
41,69
41,72
41,74
41,75
41,76
41,78
42,10
42,12
42,27
42,55
42,56
42,62
42,63
42,69
42,72
42,74
42,78
43,9
43,15
43,16
43,28
43,29
43,30
43,31
43,56
43,57
43,62
43,63
43,69
43,70
43,72
43,74
43,75
43,76
43,77
43,78
44,8
44,28
44,31
44,34
44,35
44,36
44,37
44,42
44,43
44,57
44,58
44,63
44,69
44,70
44,72
45,7
45,17
45,28
45,31
45,34
45,36
45,37
45,44
45,58
45,59
45,63
45,64
45,67
45,68
45,69
45,72
45,76
46,8
46,9
46,11
46,13
46,14
46,22
46,25
46,28
46,31
46,34
46,37
46,45
46,59
46,60
46,64
46,65
46,66
46,67
46,71
46,72
46,73
46,74
46,75
46,76
46,77
46,78
46,79
47,25
47,28
47,30
47,31
47,34
47,37
47,46
47,60
47,64
47,65
48,25
48,26
48,27
48,28
48,30
48,34
48,36
48,37
48,47
48,60
48,62
48,63
48,64
49,30
49,31
49,32
49,33
49,34
49,36
49,48
49,59
49,60
49,61
49,62
50,36
50,49
50,57
50,58
50,59
51,36
51,38
51,39
51,40
51,41
51,42
51,43
51,44
51,45
51,46
51,47
51,48
51,49
51,55
51,56
51,57
52,36
52,53
52,54
52,55
53,36
53,51
53,52
53,53
54,10
54,49
54,50
54,51
55,14
55,47
55,48
55,49
56,15
56,45
56,46
56,47
57,44
57,45
57,51
57,55
57,58
57,59
57,67
58,17
58,40
58,41
58,42
58,43
58,68
59,39
59,40
59,41
59,69
60,37
60,38
60,39
60,70
61,17
61,35
61,36
61,37
61,45
61,71
62,35
62,43
62,45
62,58
62,60
62,61
62,73
63,32
63,33
63,34
63,35
63,57
63,62
63,74
63,78
64,17
64,32
64,56
64,63
64,75
65,29
65,30
65,31
65,32
65,55
65,64
65,75
66,26
66,27
66,28
66,29
66,48
66,55
66,64
67,15
67,26
67,53
67,55
67,64
67,74
68,14
68,23
68,24
68,25
68,26
68,55
68,64
68,72
69,10
69,11
69,13
69,23
69,24
69,25
69,26
69,27
69,55
69,64
69,70
69,72
70,3
70,4
70,5
70,6
70,7
70,8
70,9
70,10
70,27
70,28
70,29
70,30
70,31
70,56
70,63
70,69
71,2
71,31
71,32
71,57
71,62
72,1
72,32
72,33
72,58
72,59
72,60
72,61
72,68
73,1
73,33
73,34
73,67
74,1
74,34
74,35
74,54
74,55
74,56
74,57
74,58
74,59
74,60
74,61
74,62
74,63
74,68
75,1
75,15
75,35
75,36
75,37
75,63
75,70
76,1
76,15
76,37
76,38
76,63
77,2
77,15
77,38
77,39
77,63
77,73
78,2
78,3
78,15
78,39
78,40
78,41
78,43
78,45
78,63
79,3
79,4
79,5
79,15
79,40
79,49
79,63
79,66
80,5
80,6
80,15
80,36
80,66
80,67
80,74
81,6
81,9
81,10
81,11
81,12
81,13
81,14
81,15
81,16
81,17
81,18
81,19
81,20
81,21
81,22
81,23
81,24
81,66
81,68
82,15
82,16
82,66
82,69
82,76
83,15
83,33
83,49
83,66
83,70
84,15
84,66
85,15
85,28
85,77
86,15
86,47
86,68
87,15
87,29
87,30
87,68
87,69
87,78
88,15
88,68
88,70
89,15
89,32
89,45
89,68
89,71
89,79
90,14
90,28
90,33
90,36
90,68
91,14
91,42
91,68
92,14
92,35
92,68
93,14
93,20
93,21
93,22
93,23
93,24
93,25
93,26
93,27
93,28
93,29
93,30
93,31
93,32
93,33
93,34
93,35
93,68
94,14
94,20
94,21
94,35
94,68
95,14
95,20
95,35
95,36
95,37
95,68
95,70
96,14
96,20
96,35
96,36
96,37
96,70
96,71
97,20
97,37
97,38
97,39
97,70
97,72
98,13
98,20
98,39
98,70
99,13
99,39
99,70
